timestamp,player,page,action
2026-03-25 01:12,Kuniggsbog,Player Profiles,visit
2026-03-25 01:12,Kuniggsbog,Player Profiles,visit
2026-03-25 01:12,Kuniggsbog,Player Profiles,viewed:pForm
2026-03-25 01:13,Kuniggsbog,GBG,visit
2026-03-25 01:13,Kuniggsbog,Snuggy Bug,question:what player had the biggest % increase in GBG?
2026-03-25 01:14,Kuniggsbog,GBG,visit
2026-03-25 01:15,Kuniggsbog,Snuggy Bug,question:top 5 Biggest % Increase in GBG
2026-03-25 01:16,Kuniggsbog,Hall of Fame,visit
2026-03-25 01:16,Kuniggsbog,Dashboard,visit
2026-03-25 01:20,Kuniggsbog,QI,visit
2026-03-25 01:20,Kuniggsbog,Head to Head,visit
2026-03-25 01:20,Kuniggsbog,Head to Head,h2h:Kuniggsbog vs lasherbob
2026-03-25 01:22,Kuniggsbog,Head to Head,visit
2026-03-25 01:22,Kuniggsbog,Dashboard,visit
2026-03-25 01:35,Kuniggsbog,Dashboard,visit
2026-03-25 01:37,Kuniggsbog,Dashboard,visit
2026-03-25 01:37,Kuniggsbog,Player Profiles,visit
2026-03-25 01:37,Kuniggsbog,Player Profiles,visit
2026-03-25 01:38,Kuniggsbog,Player Profiles,visit
2026-03-25 01:38,Kuniggsbog,Player Profiles,visit
2026-03-25 01:38,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 01:39,Kuniggsbog,Hall of Fame,visit
2026-03-25 01:41,Kuniggsbog,Snuggy Bug,question:Who has the biggest gbg attack?
2026-03-25 01:42,Kuniggsbog,Metrics,visit
2026-03-25 02:00,pForm,Dashboard,visit
2026-03-25 02:00,pForm,Metrics,visit
2026-03-25 02:03,Hadrian the Intrepid 121,Dashboard,visit
2026-03-25 02:19,Ellwinara,Dashboard,visit
2026-03-25 02:23,Ellwinara,Hall of Fame,visit
2026-03-25 02:25,Ellwinara,Player Profiles,visit
2026-03-25 02:28,Dn4lor,Dashboard,visit
2026-03-25 02:28,Ellwinara,Player Profiles,visit
2026-03-25 02:28,Ellwinara,Player Profiles,visit
2026-03-25 02:28,Ellwinara,Player Profiles,viewed:Ellwinara
2026-03-25 02:29,Dn4lor,QI,visit
2026-03-25 02:29,Dn4lor,Hall of Fame,visit
2026-03-25 02:29,Dn4lor,Snuggy Bug,question:Which players are below minimum?
2026-03-25 02:30,Ellwinara,Head to Head,visit
2026-03-25 02:32,Ellwinara,QI,visit
2026-03-25 04:13,High Lord Timbum,Snuggy Bug,question:How am I performing compared to my average?
2026-03-25 04:14,High Lord Timbum,Dashboard,visit
2026-03-25 05:32,TSTT,Dashboard,visit
2026-03-25 05:33,TSTT,Player Profiles,visit
2026-03-25 05:33,TSTT,Dashboard,visit
2026-03-25 05:44,marco965,Dashboard,visit
2026-03-25 05:45,marco965,GBG,visit
2026-03-25 05:45,marco965,Player Profiles,visit
2026-03-25 05:46,marco965,Snuggy Bug,question:Which players are below minimum?
2026-03-25 05:48,marco965,Dashboard,visit
2026-03-25 05:49,marco965,Player Profiles,visit
2026-03-25 05:50,marco965,Player Profiles,visit
2026-03-25 05:50,marco965,Player Profiles,visit
2026-03-25 05:50,marco965,Player Profiles,viewed:marco965
2026-03-25 05:53,marco965,Metrics,visit
2026-03-25 05:54,marco965,Snuggy Bug,question:How am I performing compared to my average?
2026-03-25 05:56,marco965,Hall of Fame,visit
2026-03-25 05:57,marco965,Dashboard,visit
2026-03-25 08:29,Dpunk,Dashboard,visit
2026-03-25 08:56,pywackit,Dashboard,visit
2026-03-25 09:47,Kuniggsbog,Dashboard,visit
2026-03-25 09:48,Kuniggsbog,Snuggy Bug,question:who is the player with biggest % increase in GBG in the last
2026-03-25 09:49,Kuniggsbog,Snuggy Bug,question:who is the player with biggest % increase in GBG in all the 
2026-03-25 09:53,Kuniggsbog,Dashboard,visit
2026-03-25 09:54,Kuniggsbog,Snuggy Bug,question:what is the biggest % increase in GBG all times?
2026-03-25 09:55,Kuniggsbog,GBG,visit
2026-03-25 10:00,Kuniggsbog,Dashboard,visit
2026-03-25 10:01,Kuniggsbog,Snuggy Bug,question:who has the biggest % increase in GBG last round?
2026-03-25 10:01,Kuniggsbog,GBG,visit
2026-03-25 10:06,Kuniggsbog,Dashboard,visit
2026-03-25 10:06,Kuniggsbog,Snuggy Bug,"question:who has the biggest % increase in GBG last
round?"
2026-03-25 10:08,Kuniggsbog,Dashboard,visit
2026-03-25 10:08,Kuniggsbog,Snuggy Bug,"question:who has the biggest % increase in GBG last
round?"
2026-03-25 10:09,Kuniggsbog,Snuggy Bug,question:who has the biggest % increase in GBG all time?
2026-03-25 10:10,Kuniggsbog,GBG,visit
2026-03-25 10:10,Kuniggsbog,GBG,visit
2026-03-25 10:10,Kuniggsbog,GBG,visit
2026-03-25 10:15,Kuniggsbog,Dashboard,visit
2026-03-25 10:15,Kuniggsbog,GBG,visit
2026-03-25 10:16,Kuniggsbog,Dashboard,visit
2026-03-25 10:17,Kuniggsbog,GBG,visit
2026-03-25 10:17,Kuniggsbog,GBG,visit
2026-03-25 10:17,Kuniggsbog,GBG,visit
2026-03-25 10:17,Kuniggsbog,GBG,visit
2026-03-25 10:17,Kuniggsbog,GBG,visit
2026-03-25 10:18,Kuniggsbog,GBG,visit
2026-03-25 10:18,Kuniggsbog,GBG,visit
2026-03-25 10:18,Kuniggsbog,GBG,visit
2026-03-25 10:18,Kuniggsbog,QI,visit
2026-03-25 10:18,Kuniggsbog,QI,visit
2026-03-25 10:20,Kuniggsbog,QI,visit
2026-03-25 10:21,Kuniggsbog,Dashboard,visit
2026-03-25 10:22,Kuniggsbog,QI,visit
2026-03-25 10:22,Kuniggsbog,QI,visit
2026-03-25 10:22,Kuniggsbog,QI,visit
2026-03-25 10:22,Kuniggsbog,QI,visit
2026-03-25 10:23,Kuniggsbog,QI,visit
2026-03-25 10:23,Kuniggsbog,Player Profiles,visit
2026-03-25 10:23,Kuniggsbog,Player Profiles,visit
2026-03-25 10:23,Kuniggsbog,Player Profiles,visit
2026-03-25 10:23,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 10:24,Kuniggsbog,Player Profiles,visit
2026-03-25 10:24,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 10:24,Kuniggsbog,Player Profiles,visit
2026-03-25 10:24,Kuniggsbog,Player Profiles,visit
2026-03-25 10:51,Kuniggsbog,Dashboard,visit
2026-03-25 10:51,Kuniggsbog,Dashboard,visit
2026-03-25 11:45,Kuniggsbog,Dashboard,visit
2026-03-25 11:45,Kuniggsbog,Head to Head,visit
2026-03-25 11:46,Kuniggsbog,Head to Head,h2h:Kuniggsbog vs lasherbob
2026-03-25 11:46,Kuniggsbog,Player Profiles,visit
2026-03-25 11:46,Kuniggsbog,Player Profiles,visit
2026-03-25 11:46,Kuniggsbog,Player Profiles,visit
2026-03-25 11:46,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 11:46,Kuniggsbog,Dashboard,visit
2026-03-25 11:47,Kuniggsbog,GBG,visit
2026-03-25 11:47,Kuniggsbog,Hall of Fame,visit
2026-03-25 12:21,pForm,Metrics,visit
2026-03-25 12:21,pForm,Dashboard,visit
2026-03-25 12:31,Kuniggsbog,Dashboard,visit
2026-03-25 12:33,Kuniggsbog,Dashboard,visit
2026-03-25 12:33,Kuniggsbog,Player Profiles,visit
2026-03-25 12:33,Kuniggsbog,Player Profiles,visit
2026-03-25 12:33,Kuniggsbog,Player Profiles,visit
2026-03-25 12:34,Kuniggsbog,Player Profiles,visit
2026-03-25 12:34,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 12:34,Kuniggsbog,Dashboard,visit
2026-03-25 13:07,Kuniggsbog,Dashboard,visit
2026-03-25 13:07,Kuniggsbog,Player Profiles,visit
2026-03-25 13:07,Kuniggsbog,Player Profiles,visit
2026-03-25 13:07,Kuniggsbog,Player Profiles,visit
2026-03-25 13:07,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 13:54,Kuniggsbog,Head to Head,visit
2026-03-25 13:54,Kuniggsbog,Head to Head,h2h:Kuniggsbog vs lasherbob
2026-03-25 13:56,Kuniggsbog,Dashboard,visit
2026-03-25 14:00,Kuniggsbog,Player Profiles,visit
2026-03-25 14:00,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 14:05,Kuniggsbog,Dashboard,visit
2026-03-25 14:05,Kuniggsbog,Player Profiles,visit
2026-03-25 14:06,Kuniggsbog,Player Profiles,visit
2026-03-25 14:06,Kuniggsbog,Player Profiles,visit
2026-03-25 14:06,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 14:06,Kuniggsbog,Player Profiles,visit
2026-03-25 14:06,Kuniggsbog,Player Profiles,visit
2026-03-25 14:07,Kuniggsbog,Dashboard,visit
2026-03-25 14:07,Kuniggsbog,Player Profiles,visit
2026-03-25 14:07,Kuniggsbog,Player Profiles,visit
2026-03-25 14:07,Kuniggsbog,Player Profiles,visit
2026-03-25 14:07,Kuniggsbog,Player Profiles,visit
2026-03-25 14:07,Kuniggsbog,Player Profiles,visit
2026-03-25 14:07,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 14:08,Kuniggsbog,Player Profiles,visit
2026-03-25 14:08,Kuniggsbog,Player Profiles,visit
2026-03-25 14:27,Kuniggsbog,Player Profiles,visit
2026-03-25 14:27,Kuniggsbog,Dashboard,visit
2026-03-25 14:28,Kuniggsbog,Player Profiles,visit
2026-03-25 14:28,Kuniggsbog,Player Profiles,visit
2026-03-25 14:28,Kuniggsbog,Player Profiles,visit
2026-03-25 14:28,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 14:28,Kuniggsbog,Player Profiles,visit
2026-03-25 14:28,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 14:29,Kuniggsbog,Hall of Fame,visit
2026-03-25 14:29,Kuniggsbog,Dashboard,visit
2026-03-25 14:33,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 14:33,Kuniggsbog,Player Profiles,visit
2026-03-25 14:33,Kuniggsbog,Player Profiles,visit
2026-03-25 14:33,Kuniggsbog,Player Profiles,visit
2026-03-25 14:33,Kuniggsbog,Player Profiles,visit
2026-03-25 14:34,Kuniggsbog,Player Profiles,visit
2026-03-25 14:34,Kuniggsbog,Player Profiles,visit
2026-03-25 14:34,Kuniggsbog,Player Profiles,visit
2026-03-25 14:34,Kuniggsbog,Player Profiles,viewed:Kuniggsbog
2026-03-25 14:34,Kuniggsbog,Player Profiles,visit
2026-03-25 14:34,Kuniggsbog,Player Profiles,viewed:Kuniggsbog
2026-03-25 14:37,Kuniggsbog,Player Profiles,visit
2026-03-25 14:37,Kuniggsbog,Player Profiles,viewed:Kuniggsbog
2026-03-25 14:37,Kuniggsbog,Player Profiles,visit
2026-03-25 14:37,Kuniggsbog,Player Profiles,viewed:Kuniggsbog
2026-03-25 14:37,Kuniggsbog,Player Profiles,visit
2026-03-25 14:37,Kuniggsbog,Player Profiles,visit
2026-03-25 14:37,Kuniggsbog,Player Profiles,visit
2026-03-25 14:37,Kuniggsbog,Player Profiles,visit
2026-03-25 14:37,Kuniggsbog,Player Profiles,viewed:Carra
2026-03-25 15:36,Kuniggsbog,Player Profiles,visit
2026-03-25 15:36,Kuniggsbog,Player Profiles,visit
2026-03-25 15:36,Kuniggsbog,Snuggy Bug,question:who is the player with the lowest consistency?
2026-03-25 15:37,Kuniggsbog,Player Profiles,visit
2026-03-25 15:37,Kuniggsbog,Player Profiles,visit
2026-03-25 15:37,Kuniggsbog,Player Profiles,visit
2026-03-25 15:37,Kuniggsbog,Player Profiles,visit
2026-03-25 15:37,Kuniggsbog,Player Profiles,viewed:mehdialone
2026-03-25 15:37,Kuniggsbog,Player Profiles,visit
2026-03-25 15:37,Kuniggsbog,Player Profiles,viewed:mehdialone
2026-03-25 15:38,Kuniggsbog,Player Profiles,visit
2026-03-25 15:38,Kuniggsbog,Player Profiles,visit
2026-03-25 15:38,Kuniggsbog,Metrics,visit
2026-03-25 15:44,Kuniggsbog,Hall of Fame,visit
2026-03-25 15:45,Kuniggsbog,Head to Head,visit
2026-03-25 15:45,Kuniggsbog,Head to Head,h2h:Kuniggsbog vs lasherbob
2026-03-25 15:59,Kuniggsbog,QI,visit
2026-03-25 15:59,Kuniggsbog,QI,visit
2026-03-25 17:36,Kuniggsbog,Dashboard,visit
2026-03-25 17:36,Kuniggsbog,Player Profiles,visit
2026-03-25 17:36,Kuniggsbog,Player Profiles,visit
2026-03-25 17:36,Kuniggsbog,GBG,visit
2026-03-25 17:37,Kuniggsbog,Dashboard,visit
2026-03-25 17:37,Kuniggsbog,Metrics,visit
2026-03-25 17:38,Kuniggsbog,Dashboard,visit
2026-03-25 20:30,Selene the Blessed 1233,Snuggy Bug,question:How am I performing compared to my average?
2026-03-25 20:56,willow324,Dashboard,visit
2026-03-25 20:56,willow324,Dashboard,visit
2026-03-25 22:58,DutchTheIV,Dashboard,visit
2026-03-25 22:59,Kuniggsbog,Dashboard,visit
2026-03-25 23:00,Kuniggsbog,Player Profiles,visit
2026-03-25 23:00,Kuniggsbog,Player Profiles,visit
2026-03-25 23:00,Kuniggsbog,Player Profiles,visit
2026-03-25 23:00,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 23:01,Kuniggsbog,Dashboard,visit
2026-03-25 23:03,Kuniggsbog,Player Profiles,visit
2026-03-25 23:03,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-25 23:13,Kuniggsbog,Player Profiles,visit
2026-03-25 23:13,Kuniggsbog,Player Profiles,visit
2026-03-25 23:13,Kuniggsbog,Dashboard,visit
2026-03-25 23:13,Kuniggsbog,GBG,visit
2026-03-25 23:33,Kuniggsbog,Dashboard,visit
2026-03-25 23:41,Kuniggsbog,QI,visit
2026-03-25 23:42,Kuniggsbog,Dashboard,visit
2026-03-26 00:19,pForm,Dashboard,visit
2026-03-26 00:19,pForm,Metrics,visit
2026-03-26 00:20,pForm,Hall of Fame,visit
2026-03-26 09:35,Kuniggsbog,Dashboard,visit
2026-03-26 10:30,Bernini,Dashboard,visit
2026-03-26 10:31,Bernini,QI,visit
2026-03-26 10:36,Bernini,Snuggy Bug,"question:Hey mate, how are you doing? Many of us have sent an appeal "
2026-03-26 10:37,Bernini,Snuggy Bug,question:That was a quick reply...is it AI?
2026-03-26 10:40,Bernini,Snuggy Bug,question:Can you give me the best build plan for QI settlement?
2026-03-26 10:42,Bernini,Snuggy Bug,question:Thanks :)
2026-03-26 16:56,Bernini,Metrics,visit
2026-03-26 16:57,Bernini,Player Profiles,visit
2026-03-26 16:57,Bernini,Player Profiles,visit
2026-03-26 16:57,Bernini,Player Profiles,visit
2026-03-26 16:57,Bernini,Player Profiles,viewed:Bernini
2026-03-26 18:09,pywackit,Dashboard,visit
2026-03-26 19:08,Kuniggsbog,Dashboard,visit
2026-03-26 19:14,soldier00,Dashboard,visit
2026-03-26 20:00,0p1ate,Dashboard,visit
2026-03-26 20:28,pForm,Dashboard,visit
2026-03-26 20:29,pForm,Player Profiles,visit
2026-03-26 20:30,pForm,Hall of Fame,visit
2026-03-27 00:12,Kuniggsbog,Dashboard,visit
2026-03-27 13:59,Kuniggsbog,Dashboard,visit
2026-03-27 15:00,Kuniggsbog,Dashboard,visit
2026-03-27 15:01,Kuniggsbog,Dashboard,visit
2026-03-27 15:01,Kuniggsbog,Player Profiles,visit
2026-03-27 15:01,Kuniggsbog,Player Profiles,visit
2026-03-27 15:01,Kuniggsbog,Player Profiles,visit
2026-03-27 15:01,Kuniggsbog,Player Profiles,visit
2026-03-27 15:01,Kuniggsbog,Player Profiles,viewed:Kuniggsbog
2026-03-27 15:03,Kuniggsbog,Player Profiles,visit
2026-03-27 15:03,Kuniggsbog,Dashboard,visit
2026-03-27 15:15,peri1,Dashboard,visit
2026-03-27 15:15,peri1,QI,visit
2026-03-27 15:16,peri1,QI,visit
2026-03-27 15:17,peri1,GBG,visit
2026-03-27 15:17,peri1,GBG,visit
2026-03-27 15:38,FastGunner,Dashboard,visit
2026-03-27 15:39,FastGunner,GBG,visit
2026-03-27 15:41,FastGunner,Dashboard,visit
2026-03-27 16:04,-Baba Yaga-,Dashboard,visit
2026-03-27 16:23,pywackit,Player Profiles,visit
2026-03-27 16:27,Carra,Dashboard,visit
2026-03-27 16:37,pForm,Metrics,visit
2026-03-27 16:39,pForm,Player Profiles,visit
2026-03-27 16:40,pForm,Player Profiles,visit
2026-03-27 16:40,pForm,Player Profiles,visit
2026-03-27 16:40,pForm,Player Profiles,viewed:lasherbob
2026-03-27 17:50,-Baba Yaga-,Dashboard,visit
2026-03-27 18:16,-=LEO=-,QI,visit
2026-03-27 19:39,-=LEO=-,QI,visit
2026-03-27 19:39,-=LEO=-,Head to Head,visit
2026-03-27 19:39,-=LEO=-,Head to Head,h2h:-=LEO=- vs lasherbob
2026-03-27 19:40,pywackit,Player Profiles,visit
2026-03-27 19:40,pywackit,QI,visit
2026-03-27 19:41,-=LEO=-,Dashboard,visit
2026-03-27 19:53,-=LEO=-,GBG,visit
2026-03-27 19:54,-=LEO=-,QI,visit
2026-03-27 19:54,-=LEO=-,Player Profiles,visit
2026-03-27 19:54,-=LEO=-,Metrics,visit
2026-03-27 19:55,-=LEO=-,Hall of Fame,visit
2026-03-27 20:00,-=LEO=-,Dashboard,visit
2026-03-27 20:00,-=LEO=-,GBG,visit
2026-03-27 20:01,-=LEO=-,QI,visit
2026-03-27 20:01,-=LEO=-,Hall of Fame,visit
2026-03-27 20:07,-Baba Yaga-,Dashboard,visit
2026-03-27 20:08,-Baba Yaga-,Metrics,visit
2026-03-27 20:08,-Baba Yaga-,QI,visit
2026-03-27 20:19,pForm,Dashboard,visit
2026-03-27 20:31,=Alpha=Wolf=,Dashboard,visit
2026-03-27 20:34,Selene the Blessed 1233,Dashboard,visit
2026-03-27 20:34,Selene the Blessed 1233,GBG,visit
2026-03-27 20:35,Selene the Blessed 1233,Metrics,visit
2026-03-27 22:17,Kuniggsbog,Dashboard,visit
2026-03-27 22:30,-Baba Yaga-,Dashboard,visit
2026-03-28 00:00,pForm,Hall of Fame,visit
2026-03-28 00:49,Kuniggsbog,Player Profiles,visit
2026-03-28 00:50,Kuniggsbog,Player Profiles,visit
2026-03-28 00:50,Kuniggsbog,Player Profiles,visit
2026-03-28 00:50,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-03-28 00:51,Kuniggsbog,Dashboard,visit
2026-03-28 14:28,Kuniggsbog,Dashboard,visit
2026-03-28 14:29,Kuniggsbog,Hall of Fame,visit
2026-03-28 14:29,Kuniggsbog,GBG,visit
2026-04-01 21:50,Kuniggsbog,Dashboard,visit
2026-04-01 21:55,Kuniggsbog,Dashboard,visit
2026-04-01 22:01,Kuniggsbog,Dashboard,visit
2026-04-01 22:02,Kuniggsbog,GBG,visit
2026-04-01 22:02,Kuniggsbog,Dashboard,visit
2026-04-01 22:04,Kuniggsbog,GBG,visit
2026-04-01 22:07,Kuniggsbog,Dashboard,visit
2026-04-01 22:10,Kuniggsbog,Hall of Fame,visit
2026-04-01 22:11,Kuniggsbog,Metrics,visit
2026-04-01 22:11,Kuniggsbog,Player Profiles,visit
2026-04-01 22:12,Kuniggsbog,Player Profiles,visit
2026-04-01 22:12,Kuniggsbog,Player Profiles,visit
2026-04-01 22:12,Kuniggsbog,Player Profiles,viewed:lasherbob
2026-04-01 22:12,Kuniggsbog,Metrics,visit
2026-04-01 22:12,Kuniggsbog,GBG,visit
2026-04-01 22:12,Kuniggsbog,Dashboard,visit
2026-04-01 22:21,Kuniggsbog,GBG,visit
2026-04-01 22:24,Kuniggsbog,QI,visit
2026-04-01 22:24,Kuniggsbog,Dashboard,visit
2026-04-01 22:25,Kuniggsbog,Dashboard,visit
2026-04-01 22:25,Kuniggsbog,Dashboard,visit
2026-04-01 22:26,Kuniggsbog,GBG,visit
2026-04-01 22:26,Kuniggsbog,Dashboard,visit
2026-04-01 22:34,Kuniggsbog,Hall of Fame,visit
2026-04-02 00:40,Kuniggsbog,Dashboard,visit
